"","gene","class"
"3018","Tgif1","constant_down"
"3019","Smchd1","constant_down"
"3020","Gm34801","constant_down"
"3021","Epcam","constant_down"
"3022","Nrxn1","constant_down"
"3023","Fzd8","constant_down"
"3024","Lama3","constant_down"
"3025","Rnf138","constant_down"
"3026","Wnt8a","constant_down"
"3027","Nme5","constant_down"
"3028","Mzb1","constant_down"
"3029","Prob1","constant_down"
"3030","Cxxc5","constant_down"
"3031","Cystm1","constant_down"
"3032","Arhgap26","constant_down"
"3033","Mcc","constant_down"
"3034","Dmxl1","constant_down"
"3035","Iigp1","constant_down"
"3036","Ablim3","constant_down"
"3037","Mapk4","constant_down"
"3038","A330094K24Rik","constant_down"
"3039","Cbln2","constant_down"
"3040","Plaat3","constant_down"
"3041","4930526L06Rik","constant_down"
"3042","Stx3","constant_down"
"3043","Vps13a","constant_down"
"3044","Klf9","constant_down"
"3045","Gldc","constant_down"
"3046","Ide","constant_down"
"3047","Exoc6","constant_down"
"3048","Npm3","constant_down"
"3049","Acsl5","constant_down"
"3050","Casp7","constant_down"
"3051","Ablim1","constant_down"
"3052","Gfra1","constant_down"
"3053","Pim2","constant_down"
"3054","Hdac6","constant_down"
"3055","Bcor","constant_down"
"3056","Med14","constant_down"
"3057","Apln","constant_down"
"3058","Stk26","constant_down"
"3059","Rtl8c","constant_down"
"3060","Rtl8b","constant_down"
"3061","1700013H16Rik","constant_down"
"3062","Zfp185","constant_down"
"3063","Dmd","constant_down"
"3064","Foxo4","constant_down"
"3065","Slc16a2","constant_down"
"3066","Cysltr1","constant_down"
"3067","Klhl4","constant_down"
"3068","Bex4","constant_down"
"3069","Tceal5","constant_down"
"3070","Bex1","constant_down"
"3071","Tceal7","constant_down"
"3072","Gm15295","constant_down"
"3073","Nxt2","constant_down"
"3074","Alg13","constant_down"
"3075","Sat1","constant_down"
"3076","Map7d2","constant_down"
"3077","Map3k15","constant_down"
"3078","Txlng","constant_down"
"3079","Egfl6","constant_down"
